product_id,product_name,best_supplier,reference_unit_cost,effective_unit_cost,bellman_ford_distance,savings_per_unit,savings_pct,capacity_units,supplier_capacity,purchase_lines,last_purchase,has_negative_edge
5107,LAMINA PORTAOBJETO 7101 (PAQ. 50UND),CORPORACION PROMELAB E.I.R.L.,2.7,2.5,-0.2,0.2,0.074074,26.0,1250.0,10,2026-04-16,True
5277,POTE CREMERO DOBLE FONDO 60GR BLANCO C/TAPA Y LAINA NACIONAL,ENVIPLAST E.I.R.L.,1.5,1.3,-0.2,0.2,0.133333,25.0,2050.0,2,2025-08-23,True
5004,FRASCO GOTERO VIDRIO AMBAR 30ML CON TAPA Y CHUPON,CORPORACION PROMELAB E.I.R.L.,1.199999,1.0,-0.199999,0.199999,0.166666,110.0,1250.0,9,2026-01-26,True
5423,PLACA PETRI DE VIDRIO 100*15,CORPORACION PROMELAB E.I.R.L.,4.983334,4.8,-0.183334,0.183334,0.036789,70.0,1250.0,6,2026-04-13,True
5035,FRASCO PLASTICO NATURAL 250ML CON TAPON Y TAPA B28MM,GENPLAST S.A.C.,0.77,0.59,-0.18,0.18,0.233766,500.0,9200.0,1,2025-04-14,True
5488,FRASCO GOTERO VIDRIO TRANSPARENTE 50ML C/TAPA Y CHUPON,ESNA MEDIC INVERSIONES S.A.C.,1.575,1.4,-0.175,0.175,0.111111,50.0,3650.0,1,2025-11-11,True
5172,FRASCO VIDRIO TRANSPARENTE IMPORTADO 125ML C/TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,1.366667,1.2,-0.166667,0.166667,0.121951,50.0,2050.0,6,2026-03-09,True
5192,FRASCO PET CAMPANA BLANCO 300ML C/TAPA DISPENSADOR N28..,ENVIPLAST E.I.R.L.,1.966667,1.8,-0.166667,0.166667,0.084746,30.0,2050.0,3,2025-07-11,True
5135,FRASCO ROLL-ON VIDRIO AMBAR 10ML C/TAPON Y TAPA,ENVIPLAST E.I.R.L.,1.166666,1.0,-0.166666,0.166666,0.142857,50.0,2050.0,3,2025-07-09,True
5015,POTE VIDRIO TRANSPARENTE 100GR CON TAPA DE METAL N53POTE PLASTICO 1KG B110 BLANCO C/TAPA,QUESITO SA,0.9357,0.7714,-0.1643,0.1643,0.17559,25.0,850.0,1,2025-03-12,True
5402,MATRAZ ERLENMEYER DE VIDRIO BORO 100ML,CORPORACION PROMELAB E.I.R.L.,4.763333,4.6,-0.163334,0.163334,0.03429,13.0,1250.0,3,2026-04-17,True
5148,FRASCO VIDRIO TRANSPARENTE 5ML C/TAPA Y TAPON B18,ENVIPLAST E.I.R.L.,0.85,0.7,-0.15,0.15,0.176471,25.0,2050.0,2,2025-05-22,True
5494,CEPILLO DE LIMPIEZA PARA TUBO DE ENSAYO 16*150MM,CRISTOFER IMPORT EIRL,2.35,2.2,-0.15,0.15,0.06383,10.0,300.0,1,2025-10-20,True
5064,GATILLO PULVERIZADOR 28/410,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,0.680975,0.536,-0.144975,0.144975,0.212893,500.0,2000.0,3,2026-02-18,True
5037,FRASCO PLASTICO NATURAL 1LT CON TAPA Y TAPON N28,INVERSIONES AGO S.A.C.,1.051498,0.915011,-0.136487,0.136487,0.129802,435.0,6084.0,1,2025-12-26,True
5021,FRASCO PET TRANSPARENTE ESPUMERO 100ML CON TAPA,ENVIPLAST E.I.R.L.,2.633333,2.5,-0.133333,0.133333,0.050633,100.0,2050.0,3,2026-03-31,True
5224,VASO VIDRIO BORO GRADUADO 2LT,MATRAZ PERU E.I.R.L.,22.125,22.0,-0.125,0.125,0.00565,6.0,1697.0,2,2025-08-29,True
5054,FRASCO PLASTICO NATURAL 60ML CON TAPA Y TAPON B/28,GENPLAST S.A.C.,0.45,0.3304,-0.1196,0.1196,0.265778,500.0,9200.0,2,2025-04-29,True
5045,FRASCO PLASTICO BLANCO 120ML CON TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,0.485,0.37,-0.115,0.115,0.237113,200.0,2050.0,3,2026-02-25,True
5122,POTE ACRILICO 10GR C/TAPA ROSCA,ENVIPLAST E.I.R.L.,1.111111,1.0,-0.111111,0.111111,0.1,1000.0,2050.0,9,2025-09-02,True
5053,FRASCO VIDRIO AMBAR IMPORTADO 125ML TAPA PLASTICO ROSCAFRASCO VIDRIO AMBAR IMPORTADO 125ML TAPA PLASTICO ROSCA,QUESITO SA,1.1,1.0,-0.1,0.1,0.090909,21.0,850.0,1,2025-03-12,True
5144,FRASCO VIDRIO VERDE 15ML C/TAPA Y TAPON N18,ENVIPLAST E.I.R.L.,1.1,1.0,-0.1,0.1,0.090909,25.0,2050.0,2,2025-06-02,True
5146,FRASCO VIDRIO VERDE 30ML C/TAPA Y TAPON B18,ENVIPLAST E.I.R.L.,1.1,1.0,-0.1,0.1,0.090909,26.0,2050.0,2,2025-06-09,True
5150,FRASCO VIDRIO TRANSPARENTE 15ML C/TAPA Y TAPON N18,ENVIPLAST E.I.R.L.,0.9,0.8,-0.1,0.1,0.111111,25.0,2050.0,2,2025-06-02,True
5160,FRASCO VIDRIO AMBAR PASTILLERO 30ML C/TAPA Y TAPON B28,ENVIPLAST E.I.R.L.,1.1,1.0,-0.1,0.1,0.090909,25.0,2050.0,2,2025-06-02,True
5169,FRASCO VIDRIO TRANSPARENTE 1LT C/TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,4.6,4.5,-0.1,0.1,0.021739,25.0,2050.0,2,2025-06-20,True
5170,FRASCO VIDRIO TRANSPARENTE 500ML C/TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,2.3,2.2,-0.1,0.1,0.043478,25.0,2050.0,2,2025-06-20,True
5175,FRASCO VIDRIO AMBAR IMPORTADO 30ML C/TAPA Y TAPON B28,ENVIPLAST E.I.R.L.,1.2,1.1,-0.1,0.1,0.083333,50.0,2050.0,2,2025-07-04,True
5176,POTE VIDRIO TRANSPARENTE 240GR C/TAPA DE METAL N63 MN,ENVIPLAST E.I.R.L.,1.4,1.3,-0.1,0.1,0.071429,90.0,2050.0,2,2025-07-12,True
5196,TUBO COLAPSIBLE BLANCO 100ML C/TAPA,COMERCIAL FERRETERA SARASARA S.A.C.,1.7,1.6,-0.1,0.1,0.058824,1080.0,4424.0,2,2026-02-03,True
5312,VIDRIO TUBULAR 20ML C/TAPA BAQUELITA N24 Y LAINA CARTON PTFE,COMERCIAL FERRETERA SARASARA S.A.C.,1.2,1.1,-0.1,0.1,0.083333,1000.0,4424.0,1,2025-12-15,True
5498,FRASCO PET AMBAR 120ML C/TAPA Y TAPON N28,MULTIGLASS & PLASTIC E.I.R.L.,0.8,0.7,-0.1,0.1,0.125,100.0,2350.0,2,2026-04-15,True
5563,FRASCO PET AMBAR 60ML CON TAPA Y TAPON B28,MULTIGLASS & PLASTIC E.I.R.L.,0.735,0.65,-0.085,0.085,0.115646,100.0,2350.0,1,2026-03-05,True
5074,FRASCO BULLET 100ML CON TAPA ATOMIZADOR,INVERSIONES AGO S.A.C.,0.8845,0.8,-0.0845,0.0845,0.095534,1000.0,6084.0,2,2025-11-19,True
5276,POTE CREMERO DOBLE FONDO BLANCO IMPORTADO 30GR C/TAPA Y LAINA,ENVIPLAST E.I.R.L.,1.925,1.85,-0.075,0.075,0.038961,100.0,2050.0,2,2025-08-25,True
5178,POTE VIDRIO TRANSPARENTE 200ML C/TAPA METAL N63,ENVIPLAST E.I.R.L.,1.17,1.1,-0.07,0.07,0.059829,500.0,2050.0,5,2025-07-21,True
5159,FRASCO VIDRIO AMBAR 25ML C/TAPA Y TAPON B28,ENVIPLAST E.I.R.L.,1.166667,1.1,-0.066667,0.066667,0.057143,200.0,2050.0,3,2025-06-20,True
5077,GOTERO PLASTICO X 10ML NATURAL S/P B15MM C/TAPA Y TAPON,GENPLAST S.A.C.,0.3,0.236,-0.064,0.064,0.213333,500.0,9200.0,1,2025-04-14,True
5059,POTE PLASTICO PEAD BLANCO 1KG CON TAPA N°97,ENVIPLAST E.I.R.L.,2.061991,1.999982,-0.062009,0.062009,0.030072,25.0,2050.0,1,2025-03-19,True
5138,TUBO CONICO CON TAPA ROSCA DE 50ML NO ESTERIL,CORPORACION PROMELAB E.I.R.L.,0.56,0.5,-0.06,0.06,0.107143,750.0,1250.0,5,2025-11-20,True
5385,VASO GRADUADO DE POLIPROPILENO 100ML,CORPORACION PROMELAB E.I.R.L.,1.55765,1.5,-0.05765,0.05765,0.037011,1.0,1250.0,1,2025-11-24,True
5005,FRASCO GOTERO VIDRIO AMBAR 50ML CON TAPA Y CHUPON,ENVIPLAST E.I.R.L.,1.45,1.4,-0.05,0.05,0.034483,205.0,2050.0,7,2026-03-28,True
5042,FRASCO PLASTICO AMBAR 1LT CON TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,1.15,1.1,-0.05,0.05,0.043478,30.0,2050.0,2,2025-06-27,True
5142,FRASCO VIDRIO VERDE 5ML C/TAPA Y TAPON N18,ENVIPLAST E.I.R.L.,1.05,1.0,-0.05,0.05,0.047619,25.0,2050.0,2,2025-05-22,True
5152,FRASCO VIDRIO AMBAR 5ML C/TAPA Y TAPON B18,COMERCIAL FERRETERA SARASARA S.A.C.,0.65,0.6,-0.05,0.05,0.076923,100.0,4424.0,2,2026-01-01,True
5156,FRASCO VIDRIO AMBAR 30ML C/TAPA Y TAPON B18,ENVIPLAST E.I.R.L.,0.75,0.7,-0.05,0.05,0.066667,30.0,2050.0,2,2025-08-19,True
5158,FRASCO VIDRIO AMBAR 100ML C/TAPA Y TAPON B18,COMERCIAL FERRETERA SARASARA S.A.C.,1.15,1.1,-0.05,0.05,0.043478,100.0,4424.0,2,2026-01-17,True
5166,FRASCO VIDRIO AMBAR IMPORTADO 1LT B28 TAPA Y TAPON,ENVIPLAST E.I.R.L.,6.05,6.0,-0.05,0.05,0.008264,50.0,2050.0,4,2026-04-09,True
5171,FRASCO VIDRIO TRANSPARENTE 250ML C/TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,1.75,1.7,-0.05,0.05,0.028571,50.0,2050.0,4,2026-04-10,True
5201,VIAL VIDRIO TRANSPARENTE 20ML B20 C/TAPON BUTILO GRIS N20,ENVIPLAST E.I.R.L.,0.65,0.6,-0.05,0.05,0.076923,50.0,2050.0,2,2026-03-21,True
5219,LATA DE ALUMINIO NEGRO 30GR C/TAPA,ENVIPLAST E.I.R.L.,1.55,1.5,-0.05,0.05,0.032258,50.0,2050.0,2,2026-03-10,True
5220,LATA DE ALUMINIO NEGRO 50GR C/TAPA,ENVIPLAST E.I.R.L.,1.65,1.6,-0.05,0.05,0.030303,50.0,2050.0,2,2026-03-10,True
5239,VIAL VIDRIO TRANSPARENTE 10ML B20 C/TAPA BUTILO,COMERCIAL FERRETERA SARASARA S.A.C.,0.4,0.35,-0.05,0.05,0.125,150.0,4424.0,5,2026-01-28,True
5244,VIAL VIDRIO TRANSPARENTE 5ML B20 C/TAPA BUTILO GRIS,ENVIPLAST E.I.R.L.,0.4,0.35,-0.05,0.05,0.125,30.0,2050.0,1,2025-06-10,True
5379,GOTERO VIDRIO AZUL 30ML C/TAPA Y CHUPON,ENVIPLAST E.I.R.L.,1.35,1.3,-0.05,0.05,0.037037,25.0,2050.0,1,2025-08-18,True
5062,POTE PLASTICO PEAD BLANCO 500GR CON TAPA Y LAINA,VIPLASTIC S.A.C.,1.849999,1.8,-0.049999,0.049999,0.027027,25.0,250.0,1,2025-09-08,True
5078,GOTERO PLASTICO 7ML NATURAL S/P B15MM C/TAPA Y TAPON,GENPLAST S.A.C.,0.2562,0.2124,-0.0438,0.0438,0.17096,500.0,9200.0,1,2025-04-14,True
5034,FRASCO PLASTICO NATURAL 120ML CON TAPON Y TAPA B/28,ENVIPLAST E.I.R.L.,0.372498,0.33,-0.042498,0.042498,0.114089,250.0,2050.0,4,2026-04-16,True
5250,TUBO CONICO CON TAPA ROSCA DE 15ML NO ESTERIL,CORPORACION PROMELAB E.I.R.L.,0.2875,0.25,-0.0375,0.0375,0.130435,500.0,1250.0,4,2026-01-22,True
5154,FRASCO VIDRIO AMBAR 15ML C/TAPA Y TAPON B18,ENVIPLAST E.I.R.L.,0.683334,0.65,-0.033334,0.033334,0.048781,156.0,2050.0,3,2025-06-24,True
5173,FRASCO VIDRIO TRANSPARENTE 60ML C/TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,0.933334,0.9,-0.033334,0.033334,0.035715,100.0,2050.0,3,2026-03-06,True
5082,GOTERO PLASTICO 30ML NATURAL S/P C/TAPA,GENPLAST S.A.C.,0.268,0.236,-0.032,0.032,0.119403,500.0,9200.0,1,2025-04-29,True
5195,TUBO COLAPSIBLE BLANCO 60ML C/TAPA,ENVIPLAST E.I.R.L.,1.528571,1.5,-0.028571,0.028571,0.018691,100.0,2050.0,7,2026-03-07,True
5512,FRASCO VIDRIO TRANSPARENTE 370 RECTO P-L T/63,ENVASES DEL PERU WILDOR EIRL,1.590278,1.566667,-0.023611,0.023611,0.014847,360.0,823.0,2,2025-11-24,True
5235,BOMBA ATOMIZADORA ACANALADO N28 410 BLANCO,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,0.336458,0.31375,-0.022708,0.022708,0.067491,1200.0,2000.0,2,2026-03-04,True
5067,PIPETAS PASTEUR ESTRILES 3ML BX200,CORPORACION PROMELAB E.I.R.L.,0.171429,0.15,-0.021429,0.021429,0.125002,400.0,1250.0,7,2026-04-11,True
5044,FRASCO PLASTICO BLANCO 60ML CON TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,0.38,0.359994,-0.020006,0.020006,0.052647,130.0,2050.0,2,2025-05-28,True
5164,FRASCO VIDRIO AMBAR IMPORTADO 250ML TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,2.02,2.0,-0.02,0.02,0.009901,30.0,2050.0,5,2026-04-10,True
5415,BOTELLA PET TRANSPARENTE 30ML B28 C/TAPA,INVERSIONES AGO S.A.C.,0.338333,0.32,-0.018333,0.018333,0.054186,1220.0,6084.0,3,2026-02-26,True
5036,FRASCO PLASTICO NATURAL 500ML CON TAPON Y TAPA B28MM,ENVIPLAST E.I.R.L.,0.818,0.8,-0.018,0.018,0.022005,200.0,2050.0,3,2026-03-04,True
5366,FRASCO COLMENA 746 C/TAPA 77,ENVASES DEL PERU WILDOR EIRL,3.764254,3.74638,-0.017874,0.017874,0.004748,128.0,823.0,3,2026-03-11,True
5161,FRASCO VIDRIO AMBAR 70ML C/TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,1.216667,1.2,-0.016667,0.016667,0.013699,50.0,2050.0,6,2025-09-03,True
5237,BOMBA ATOMIZADORA ACANALADO N28 410 NEGRO,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,0.343135,0.3271,-0.016035,0.016035,0.046731,1000.0,2000.0,2,2026-02-10,True
5365,FRASCO VID TRANSPARENTE 370ML BAJO C/TAPA 77,ENVASES DEL PERU WILDOR EIRL,2.068655,2.052971,-0.015684,0.015684,0.007582,125.0,823.0,3,2026-03-11,True
5060,POTE PLASTICO PEAD BLANCO 500GR CON TAPA,ENVIPLAST E.I.R.L.,1.864981,1.849886,-0.015095,0.015095,0.008094,25.0,2050.0,3,2025-06-16,True
5285,SOLO MINI TRIGGER BLANCO B28,INVERSIONES AGO S.A.C.,0.58375,0.57,-0.01375,0.01375,0.023555,3000.0,6084.0,8,2026-04-14,True
5040,FRASCO PLASTICO AMBAR 250ML CON TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,0.693333,0.68,-0.013333,0.013333,0.01923,100.0,2050.0,3,2026-02-28,True
5046,FRASCO PLASTICO BLANCO 250ML CON TAPA Y TAPON N28,COMERCIAL FERRETERA SARASARA S.A.C.,0.693333,0.68,-0.013333,0.013333,0.01923,200.0,4424.0,3,2026-01-30,True
5168,POTE CREMERO VIDRIO AMBAR 100GR C/TAPA NEGRA Y LAINA,ENVIPLAST E.I.R.L.,2.2125,2.2,-0.0125,0.0125,0.00565,1000.0,2050.0,8,2026-04-04,True
5232,BOMBA ATOMIZADORA ACANALADO 20/410 NEGRO,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,0.26233,0.25,-0.01233,0.01233,0.047002,500.0,2000.0,2,2026-02-10,True
5038,FRASCO PLASTICO AMBAR 60ML CON TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,0.39,0.38,-0.01,0.01,0.025641,500.0,2050.0,2,2026-04-08,True
5478,FRASCO CILINDRO PET TRANSPARENTE 250ML B28 SIN TAPA,INVERSIONES AGO S.A.C.,0.42875,0.42,-0.00875,0.00875,0.020408,2112.0,6084.0,8,2026-04-14,True
5340,FRASCO PET COLORES BOSTON 120ML C/TAPA ESPRAY B20,ENVIPLAST E.I.R.L.,1.307692,1.3,-0.007692,0.007692,0.005882,200.0,2050.0,13,2026-04-25,True
5321,BOMBA DISPENSADORA PARA GALONERA 28/410 ACANALADO COLOR BLANCO,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,1.01505,1.0085,-0.00655,0.00655,0.006453,200.0,2000.0,2,2025-08-19,True
5370,FRASCO VIDRIO TRANSPARENTE ESPARRAGUERO 315ML C/TAPA 63,ENVASES DEL PERU WILDOR EIRL,1.555547,1.55,-0.005547,0.005547,0.003566,360.0,823.0,3,2025-11-24,True
5079,GOTERO PLASTICO 60ML NATURAL S/P B18MM C/TAPA Y TAPON,GENPLAST S.A.C.,0.595,0.59,-0.005,0.005,0.008403,500.0,9200.0,1,2025-04-14,True
5335,BOTELLA PET TRANSPARENTE 1LT (37gr) B28 SIN TAPA,INVERSIONES AGO S.A.C.,0.585,0.58,-0.005,0.005,0.008547,1000.0,6084.0,2,2026-04-14,True
5279,POTE PASTILLERO PLASTICO BLANCO 12GR C/TAPA B/20,ENVIPLAST E.I.R.L.,0.3225,0.32,-0.0025,0.0025,0.007752,1500.0,2050.0,2,2026-04-11,True
5372,FRASCO VIDRIO TRANSPARENTE 458ML C/TAPA 82,ENVASES DEL PERU WILDOR EIRL,2.317978,2.31631,-0.001668,0.001668,0.00072,108.0,823.0,2,2026-03-11,True
5445,MATRAZ ERLENMEYER POLIPROPILENO *100ML,IMPORTADORA ANDINA E.I.R.L,13.169,13.168,-0.001,0.001,7.6e-05,10.0,66.0,2,2026-01-23,True
5360,POTE VIDRIO TRANSPARENTE 1L C/TAPA 100,ENVASES DEL PERU WILDOR EIRL,4.518526,4.518,-0.000526,0.000526,0.000116,80.0,823.0,4,2025-11-19,True
5058,PASTILLERO ESPECIAL PVC CRISTAL 150GR CON T/ESP,ENVIPLAST E.I.R.L.,1.949994,1.94995,-4.4e-05,4.4e-05,2.3e-05,76.0,2050.0,4,2025-06-24,True
5061,POTE PLASTICO PEAD BLANCO 250GR CON TAPA Y LAINA,ENVIPLAST E.I.R.L.,1.6,1.599962,-3.8e-05,3.8e-05,2.4e-05,50.0,2050.0,5,2025-08-18,True
5057,PASTILLERO PVC/CRISTAL N°3 50GR TAPA Blanca,ENVIPLAST E.I.R.L.,1.519979,1.519958,-2.1e-05,2.1e-05,1.4e-05,25.0,2050.0,2,2025-05-23,True
5033,FRASCO PLASTICO NATURAL 30ML CON TAPON Y TAPA N28,ENVIPLAST E.I.R.L.,0.37,0.369989,-1.1e-05,1.1e-05,3e-05,400.0,2050.0,4,2026-04-08,True
5003,FRASCO GOTERO VIDRIO AMBAR 20ML CON TAPA Y CHUPON,ENVIPLAST E.I.R.L.,1.0,0.999991,-9e-06,9e-06,9e-06,80.0,2050.0,7,2025-08-20,True
5011,PROBADOR VIDRIO TRASPARENTE 5ML CON TAPA SPRAY,ENVIPLAST E.I.R.L.,0.8,0.799993,-7e-06,7e-06,9e-06,100.0,2050.0,10,2026-04-07,True
5362,FRASCO ESPARRAGUERO 212ML C/TAPA METALICA N58,ENVASES DEL PERU WILDOR EIRL,1.278348,1.278341,-7e-06,7e-06,5e-06,196.0,823.0,3,2025-09-26,True
5086,VASO PRECIPITADO DE VIDRIO FORMA ALTA 250 ML (BEAKER),CORPORACION PROMELAB E.I.R.L.,4.999995,4.99999,-5e-06,5e-06,1e-06,2.0,1250.0,2,2025-05-14,True
5092,PROBETA DE PLASTICO GRADUADA 10 ML,CORPORACION PROMELAB E.I.R.L.,1.999999,1.999994,-5e-06,5e-06,3e-06,12.0,1250.0,7,2026-03-19,True
5012,PROBADOR VIDRIO TRASPARENTE 10ML CON TAPA SPRAY,ENVIPLAST E.I.R.L.,0.9,0.899998,-2e-06,2e-06,2e-06,100.0,2050.0,9,2026-04-07,True
5361,FRASCO ESPARRAGUERO 370ML C/TAPA 63,ENVASES DEL PERU WILDOR EIRL,1.769408,1.769406,-2e-06,2e-06,1e-06,108.0,823.0,2,2025-09-26,True
5359,FRASCO VIDRIO TRANSPARENTE 1.7 LT CON T/100,ENVASES DEL PERU WILDOR EIRL,5.13623,5.136229,-1e-06,1e-06,0.0,55.0,823.0,4,2026-03-11,True
5367,FRASCO 4 ONZAS C/TAPA 63,ENVASES DEL PERU WILDOR EIRL,1.280529,1.280528,-1e-06,1e-06,1e-06,300.0,823.0,3,2025-11-19,True
